Mod:Item:MetaData, Localized Name
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
ichunutil:compact_porkchop, Compact Raw Porkchop
patchouli:guide_book, Guide Book
dimdoors:quartz_door, Quartz Door
dimdoors:quartz_dimensional_door, Quartz Dimensional Door
dimdoors:gold_door, Gold Door
dimdoors:gold_dimensional_door, Gold Dimensional Door
dimdoors:iron_dimensional_door, Iron Dimensional Door
dimdoors:oak_dimensional_door, Wood Dimensional Door
dimdoors:stable_fabric, Stable Fabric
dimdoors:unstable_dimensional_door, Unstable Dimensional Door
dimdoors:world_thread, World Thread
dimdoors:rift_configuration_tool, Rift Configuration Tool
dimdoors:rift_blade, Rift Blade
dimdoors:rift_remover, Rift Remover
dimdoors:rift_signature, Rift Signature
dimdoors:stabilized_rift_signature, Stabilized Rift Signature
dimdoors:rift_stabilizer, Rift Stabilizer
dimdoors:woven_world_thread_helmet, Woven World Thread Helmet
dimdoors:woven_world_thread_chestplate, Woven World Thread Chestplate
dimdoors:woven_world_thread_leggings, Woven World Thread Leggings
dimdoors:woven_world_thread_boots, Woven World Thread Boots
dimdoors:fabric:0, Altered Fabric
dimdoors:fabric:1, Orange Altered Fabric
dimdoors:fabric:2, Magenta Altered Fabric
dimdoors:fabric:3, Light Blue Altered Fabric
dimdoors:fabric:4, Yellow Altered Fabric
dimdoors:fabric:5, Lime Altered Fabric
dimdoors:fabric:6, Pink Altered Fabric
dimdoors:fabric:7, Gray Altered Fabric
dimdoors:fabric:8, Light Gray Altered Fabric
dimdoors:fabric:9, Cyan Altered Fabric
dimdoors:fabric:10, Purple Altered Fabric
dimdoors:fabric:11, Blue Altered Fabric
dimdoors:fabric:12, Brown Altered Fabric
dimdoors:fabric:13, Green Altered Fabric
dimdoors:fabric:14, Red Altered Fabric
dimdoors:fabric:15, Fabric of Reality
dimdoors:ancient_fabric:0, Altered Ancient Fabric
dimdoors:ancient_fabric:1, Orange Altered Ancient Fabric
dimdoors:ancient_fabric:2, Magenta Altered Ancient Fabric
dimdoors:ancient_fabric:3, Light Blue Altered Ancient Fabric
dimdoors:ancient_fabric:4, Yellow Altered Ancient Fabric
dimdoors:ancient_fabric:5, Lime Altered Ancient Fabric
dimdoors:ancient_fabric:6, Pink Altered Ancient Fabric
dimdoors:ancient_fabric:7, Gray Altered Ancient Fabric
dimdoors:ancient_fabric:8, Light Gray Altered Ancient Fabric
dimdoors:ancient_fabric:9, Cyan Altered Ancient Fabric
dimdoors:ancient_fabric:10, Purple Altered Ancient Fabric
dimdoors:ancient_fabric:11, Blue Altered Ancient Fabric
dimdoors:ancient_fabric:12, Brown Altered Ancient Fabric
dimdoors:ancient_fabric:13, Green Altered Ancient Fabric
dimdoors:ancient_fabric:14, Red Altered Ancient Fabric
dimdoors:ancient_fabric:15, Ancient Fabric
dimdoors:unravelled_fabric, Unraveled Fabric
dimdoors:eternal_fabric, Eternal Fabric
dimdoors:dimensional_trapdoor, Oak Dimensional Trapdoor
dimdoors:record_creepy, Music Disc
dimdoors:marking_plate, tile.marking_plate.name
minerva:supporter_medal, item.null.name
lucraftcore:hammer, Hammer
lucraftcore:wire_cutter, Wire Cutter
lucraftcore:injection, Injection
lucraftcore:instruction, Instruction
lucraftcore:lv_capacitor, LV Capacitor
lucraftcore:mv_capacitor, MV Capacitor
lucraftcore:hv_capacitor, HV Capacitor
lucraftcore:servo_motor, Servo Motor
lucraftcore:basic_circuit, Basic Circuit
lucraftcore:advanced_circuit, Advanced Circuit
lucraftcore:tri_polymer_white, White Reinforced Tri-Polymer
lucraftcore:tri_polymer_orange, Orange Reinforced Tri-Polymer
lucraftcore:tri_polymer_magenta, Magenta Reinforced Tri-Polymer
lucraftcore:tri_polymer_light_blue, Light Blue Reinforced Tri-Polymer
lucraftcore:tri_polymer_yellow, Yellow Reinforced Tri-Polymer
lucraftcore:tri_polymer_lime, Lime Reinforced Tri-Polymer
lucraftcore:tri_polymer_pink, Pink Reinforced Tri-Polymer
lucraftcore:tri_polymer_gray, Gray Reinforced Tri-Polymer
lucraftcore:tri_polymer_silver, Silver Reinforced Tri-Polymer
lucraftcore:tri_polymer_cyan, Cyan Reinforced Tri-Polymer
lucraftcore:tri_polymer_purple, Purple Reinforced Tri-Polymer
lucraftcore:tri_polymer_blue, Blue Reinforced Tri-Polymer
lucraftcore:tri_polymer_brown, Brown Reinforced Tri-Polymer
lucraftcore:tri_polymer_green, Green Reinforced Tri-Polymer
lucraftcore:tri_polymer_red, Red Reinforced Tri-Polymer
lucraftcore:tri_polymer_black, Black Reinforced Tri-Polymer
lucraftcore:construction_table, Construction Table
lucraftcore:suit_stand, Suit Stand
lucraftcore:extractor, Extractor
lucraftcore:boiler, Boiler
lucraftcore:furnace_generator, Furnace Generator
lucraftcore:dust_iron, Iron Dust
lucraftcore:plate_iron, Iron Plate
lucraftcore:dust_gold, Gold Dust
lucraftcore:plate_gold, Gold Plate
lucraftcore:ingot_copper, Copper Ingot
lucraftcore:dust_copper, Copper Dust
lucraftcore:nugget_copper, Copper Nugget
lucraftcore:plate_copper, Copper Plate
lucraftcore:wiring_copper, Copper Wiring
lucraftcore:ingot_tin, Tin Ingot
lucraftcore:dust_tin, Tin Dust
lucraftcore:nugget_tin, Tin Nugget
lucraftcore:plate_tin, Tin Plate
lucraftcore:ingot_nickel, Nickel Ingot
lucraftcore:dust_nickel, Nickel Dust
lucraftcore:nugget_nickel, Nickel Nugget
lucraftcore:plate_nickel, Nickel Plate
lucraftcore:ingot_lead, Lead Ingot
lucraftcore:dust_lead, Lead Dust
lucraftcore:nugget_lead, Lead Nugget
lucraftcore:plate_lead, Lead Plate
lucraftcore:ingot_silver, Silver Ingot
lucraftcore:dust_silver, Silver Dust
lucraftcore:nugget_silver, Silver Nugget
lucraftcore:plate_silver, Silver Plate
lucraftcore:ingot_palladium, Palladium Ingot
lucraftcore:dust_palladium, Palladium Dust
lucraftcore:nugget_palladium, Palladium Nugget
lucraftcore:plate_palladium, Palladium Plate
lucraftcore:ingot_titanium, Titanium Ingot
lucraftcore:dust_titanium, Titanium Dust
lucraftcore:nugget_titanium, Titanium Nugget
lucraftcore:plate_titanium, Titanium Plate
lucraftcore:ingot_vibranium, Vibranium Ingot
lucraftcore:dust_vibranium, Vibranium Dust
lucraftcore:nugget_vibranium, Vibranium Nugget
lucraftcore:plate_vibranium, Vibranium Plate
lucraftcore:ingot_osmium, Osmium Ingot
lucraftcore:dust_osmium, Osmium Dust
lucraftcore:nugget_osmium, Osmium Nugget
lucraftcore:plate_osmium, Osmium Plate
lucraftcore:ingot_iridium, Iridium
lucraftcore:dust_iridium, Iridium Dust
lucraftcore:nugget_iridium, Iridium Nugget
lucraftcore:plate_iridium, Iridium Plate
lucraftcore:ingot_dwarf_star_alloy, Dwarf Star Alloy Ingot
lucraftcore:dust_dwarf_star_alloy, Dwarf Star Alloy Dust
lucraftcore:nugget_dwarf_star_alloy, Dwarf Star Alloy Nugget
lucraftcore:plate_dwarf_star_alloy, Dwarf Star Alloy Plate
lucraftcore:ingot_bronze, Bronze Ingot
lucraftcore:dust_bronze, Bronze Dust
lucraftcore:nugget_bronze, Bronze Nugget
lucraftcore:plate_bronze, Bronze Plate
lucraftcore:ingot_gold_titanium_alloy, Gold-Titanium-Alloy Ingot
lucraftcore:dust_gold_titanium_alloy, Gold-Titanium-Alloy Dust
lucraftcore:nugget_gold_titanium_alloy, Gold-Titanium-Alloy Nugget
lucraftcore:plate_gold_titanium_alloy, Gold-Titanium-Alloy Plate
lucraftcore:ingot_intertium, Intertium Ingot
lucraftcore:dust_intertium, Intertium Dust
lucraftcore:nugget_intertium, Intertium Nugget
lucraftcore:plate_intertium, Intertium Plate
lucraftcore:ingot_uranium, Uranium
lucraftcore:dust_uranium, Uranium Dust
lucraftcore:nugget_uranium, Uranium Nugget
lucraftcore:plate_uranium, Uranium Plate
lucraftcore:ingot_steel, Steel Ingot
lucraftcore:dust_steel, Steel Dust
lucraftcore:nugget_steel, Steel Nugget
lucraftcore:plate_steel, Steel Plate
lucraftcore:ingot_adamantium, Adamantium Ingot
lucraftcore:dust_adamantium, Adamantium Dust
lucraftcore:nugget_adamantium, Adamantium Nugget
lucraftcore:plate_adamantium, Adamantium Plate
lucraftcore:dust_coal, Coal Dust
lucraftcore:dust_charcoal, Charcoal Dust
lucraftcore:ingot_uru, Uru Ingot
lucraftcore:dust_uru, Uru Dust
lucraftcore:nugget_uru, Uru Nugget
lucraftcore:plate_uru, Uru Plate
lucraftcore:ore_iridium, Iridium Ore
lucraftcore:ore_titanium, Titanium Ore
lucraftcore:ore_uru, Uru Ore
lucraftcore:ore_nickel, Nickel Ore
lucraftcore:ore_silver, Silver Ore
lucraftcore:ore_vibranium, Vibranium Ore
lucraftcore:ore_osmium, Osmium Ore
lucraftcore:ore_tin, Tin Ore
lucraftcore:ore_palladium, Palladium Ore
lucraftcore:ore_uranium, Uranium Ore
lucraftcore:ore_dwarf_star_alloy, Dwarf Star Meteor
lucraftcore:ore_lead, Lead Ore
lucraftcore:ore_copper, Copper Ore
lucraftcore:block_iridium, Iridium Block
lucraftcore:block_titanium, Titanium Block
lucraftcore:block_uru, Uru Block
lucraftcore:block_intertium, Intertium Block
lucraftcore:block_nickel, Nickel Block
lucraftcore:block_silver, Silver Block
lucraftcore:block_vibranium, Vibranium Block
lucraftcore:block_osmium, Osmium Block
lucraftcore:block_bronze, Bronze Block
lucraftcore:block_tin, Tin Block
lucraftcore:block_palladium, Palladium Block
lucraftcore:block_gold_titanium_alloy, Gold-Titanium-Alloy Block
lucraftcore:block_uranium, Uranium Block
lucraftcore:block_steel, Steel Block
lucraftcore:block_dwarf_star_alloy, Dwarf Star Alloy Block
lucraftcore:block_lead, Lead Block
lucraftcore:block_copper, Copper Block
lucraftcore:block_adamantium, Adamantium Block
magicbees:beecomb:0, Mundane Comb
magicbees:beecomb:1, Molten Comb
magicbees:beecomb:2, Occult Comb
magicbees:beecomb:3, Otherworldy Comb
magicbees:beecomb:4, Transmuting Comb
magicbees:beecomb:5, Papery Comb
magicbees:beecomb:6, Soul Comb
magicbees:drop:0, Enchanting Drop
magicbees:drop:1, Intellect Drop
magicbees:drop:2, Destabilized Drop
magicbees:drop:3, Carbon Drop
magicbees:drop:4, Lux Drop
magicbees:drop:5, Endearing Drop
magicbees:pollen:0, Unusual Pollen
magicbees:pollen:1, Phased Pollen
magicbees:propolis:0, Unstable Propolis
magicbees:propolis:1, Breezey Propolis
magicbees:propolis:2, Burning Propolis
magicbees:propolis:3, Flowing Propolis
magicbees:propolis:4, Stony Propolis
magicbees:propolis:5, Ordered Propolis
magicbees:propolis:6, Entropic Propolis
magicbees:wax:0, Magic Wax
magicbees:wax:1, Soulful Wax
magicbees:wax:2, Amnesic Wax
magicbees:resource:0, Lore Fragment
magicbees:resource:1, Aromatic Lump
magicbees:resource:2, Concentrated Compound
magicbees:resource:3, Wither Skeleton Bone Chip
magicbees:resource:4, Wither Skeleton Skull Fragment
magicbees:resource:5, Draconic Dust
magicbees:resource:6, Draconic Chunk
magicbees:resource:7, Essence of False Life
magicbees:resource:8, Essence of a Shallow Grave
magicbees:resource:9, Essence of Lost Time
magicbees:resource:10, Essence of Everlasting Durability
magicbees:resource:11, Essence of Scornful Oblivion
magicbees:resource:12, Essence of Fickle Permanence
magicbees:resource:13, Dimensional Singularity
magicbees:orepart:0, Diamond Shard
magicbees:orepart:1, Emerald Shard
magicbees:orepart:2, Apatite Shard
magicbees:orepart:3, Copper Nugget
magicbees:orepart:4, Tin Nugget
magicbees:orepart:5, Bronze Nugget
magicbees:mysteriousmagnet:0, Mysterious Magnet
magicbees:mysteriousmagnet:2, Mysterious Magnet
magicbees:mysteriousmagnet:4, Mysterious Magnet
magicbees:mysteriousmagnet:6, Mysterious Magnet
magicbees:mysteriousmagnet:8, Mysterious Magnet
magicbees:mysteriousmagnet:10, Mysterious Magnet
magicbees:mysteriousmagnet:12, Mysterious Magnet
magicbees:mysteriousmagnet:14, Mysterious Magnet
magicbees:mysteriousmagnet:16, Mysterious Magnet
magicbees:mysteriousmagnet:18, Mysterious Magnet
magicbees:moondial, Jade Moon Dial
magicbees:manasteelgrafter, Manasteel Grafter
magicbees:manasteelscoop, Manasteel Scoop
magicbees:backpack_thaumaturge_t1, Thaumaturge's Backpack
magicbees:backpack_thaumaturge_t2, Woven Thaumaturge's Backpack
magicbees:jelly_babies, Handful of Jelly Babies
magicbees:frames.gentle, Gentle Frame
magicbees:frames.necrotic, Necrotic Frame
magicbees:frames.oblivion, Oblivion Frame
magicbees:frames.resilient, Resilient Frame
magicbees:frames.temporal, Temporal Frame
magicbees:frames.magic, Magic Frame
magicbees:frames.metabolic, Metabolic Frame
magicbees:hiveblock:0, Curious Hive
magicbees:hiveblock:1, Unusual Hive
magicbees:hiveblock:2, Resonating Hive
magicbees:hiveblock:3, Deep Hive
magicbees:hiveblock:4, Infernal Hive
magicbees:hiveblock:5, Oblivion Hive
magicbees:effectjar, Bee Collector's Jar
magicbees:enchanted_earth, Enchanted Earth
magic_system:luminouselementblock, §fLuminous Element
magic_system:umbraelement, §8Umbra Element
magic_system:cryogenicelement, §bCryogenic Element
magic_system:crystal, Crystal
magic_system:ironchunk, Iron Chunk
magic_system:thermalelement, Thermal Element
dwarvencity:akvamarin, §bАквамарин
dwarvencity:iantar, §6Янтарь
dwarvencity:amietist, §5Аметист
dwarvencity:aspiekt, §bЧистый фрагмент знаний
dwarvencity:barier, Барьер(гавно...)
dwarvencity:svitok1, §aБазовый чертёж
dwarvencity:capasitor, Конденсатор
dwarvencity:chip8bit, §88-бит чип
dwarvencity:chip16bit, §a16-бит чип
dwarvencity:chip32bit, §b32-бит чип
dwarvencity:chip64bit, §164-бит чип
dwarvencity:circuit1, Улучшенный чип
dwarvencity:circuit2, Чип
dwarvencity:circuit3, Микрочип
dwarvencity:cpu1, Ядро процессора
dwarvencity:cpu2, Звуковая карта
dwarvencity:cpu3, GeForce Gtx 1080ti
dwarvencity:cpu4, Модуль памяти
dwarvencity:creeperdust, §eЗаряженный порох
dwarvencity:darkplate, §8Тёмное покрытие
dwarvencity:darkelement, §1Элемент тьмы
dwarvencity:darkstone, §1Камень тьмы
dwarvencity:demonicruby, §4Demonic Ruby
dwarvencity:devilstone, §4Камень дьявола
dwarvencity:dragonichor, §1Драконья Слеза
dwarvencity:dragoniridium, §1Драконий иридиум
dwarvencity:dragonplate, §6Дракониевая пластина
dwarvencity:dragonplate2, §6Плотная дракониевая пластина
dwarvencity:dragonshard, §1Dragon Shard
dwarvencity:enderiumplate, Эндериумная пластина
dwarvencity:compressedenderiumplate, Плотная эндериумая пластина
dwarvencity:epicplan, Уникальный чертёж
dwarvencity:eyeoftime, §eОко Агамотто
dwarvencity:fluxingot, Флаксовый слиток
dwarvencity:fluxplate, Флаксовая пластина
dwarvencity:compressedfluxplate, Плотная флаксовая пластина
dwarvencity:gel, §eГель
dwarvencity:gpulvl1, §aГрафический процессор(1-й уровень)
dwarvencity:gpulvl2, §eГрафический процессор(2-й уровень)
dwarvencity:gpulvl3, §bГрафический процессор(3-ий уровень)
dwarvencity:gpulvl4, §1Графический процессор(4-ый уровень)
dwarvencity:granat, §4Гранат
dwarvencity:iceplate, §bЛедяное покрытие
dwarvencity:iridiumcomposite, Иридиевый композит
dwarvencity:liveplate, §eЖивое покрытие
dwarvencity:livemateria, §eЖивая Материя
dwarvencity:darkeye, §5Тёмный глаз
dwarvencity:darkmateria, §8Тёмная материя
dwarvencity:demoniceye, §4Демонический глаз
dwarvencity:dustblaze1, Вис порошок
dwarvencity:dustblaze2, Солнечный порошок
dwarvencity:dustblaze3, Ледяной порошок
dwarvencity:dustblaze4, Живой порошок
dwarvencity:endereye, Эндер глаз
dwarvencity:malachite, §aМалахит
dwarvencity:motherboard, Материнская Плата (1-й уровень)
dwarvencity:motherboard2, Материнская плата (2-й уровень)
dwarvencity:motherboard3, Материнская плата (3-й уровень)
dwarvencity:materia, Материя(твёрдый вид)
dwarvencity:pergament, Пергамент
dwarvencity:meowmereprog, Мяумур еда
dwarvencity:compressednetherack, Сжатый адский кирпич
dwarvencity:doublecompressednetherackbrick, Дважды сжатый адский кирпич
dwarvencity:compressedlatex, Сжатый латекс
dwarvencity:compressedstone, Cжатый камень
dwarvencity:reinforcedplastic, Укреплённый пластик
dwarvencity:doublecompressedstone, Дваждый сжатый камень
dwarvencity:compressedmateria, Сжатая материя 
dwarvencity:rainbowstone, §4Р§6а§eд§aу§bж§1н§dы§4й §6к§eа§aм§bе§1н§dь
dwarvencity:dustblaze5, Тёмный порошок
dwarvencity:purecrystal, §bЧистый кристалл
dwarvencity:quantcore, Квантовое ядро
dwarvencity:quantcore2, §4Раскалённое квантовое ядро
dwarvencity:rareplan, §bУлучшенный чертёж
dwarvencity:realmquantum, §8Квантовая сфера
dwarvencity:redcloth, §4Багровая ткань
dwarvencity:redplate, §4Багровая пластина
dwarvencity:resistor1, Резистор
dwarvencity:runestone, Рунный камень
dwarvencity:shard1, §aЗелёный кристалл
dwarvencity:shard2, §bБирюзовый кристалл
dwarvencity:shard3, §5Тёмно-фиолетовый кристалл
dwarvencity:shard4, §4Красный кристалл
dwarvencity:shard5, §6Золотой кристалл
dwarvencity:skymateria, Ледяная Материя
dwarvencity:solder1, Припой
dwarvencity:solderingtool, Паяльник
dwarvencity:sostav1, Рыбий жир
dwarvencity:sundust1, §6Солнечная пыль
dwarvencity:sunmateria1, Саннариум в материй
dwarvencity:sunplate1, §6Солнечное покрытие
dwarvencity:taintedcrystal1, §5Искажённый кристалл
dwarvencity:tanzanit1, §9Танзанит
dwarvencity:terraplate1, Пластина из террастали
dwarvencity:compressedterraplate, Плотная пластина из террастали
dwarvencity:thoriumdust1, Ториевая пыль
dwarvencity:thoriumingot1, Ториевый слиток
dwarvencity:thoriumplate1, Ториевая пластина
